[2026-09-04T21:18:41.640688+00:00] collection started
[2026-09-04T21:18:42.288567+00:00] repo collected: sake_dataset
[2026-09-04T21:18:46.603228+00:00] repo collected: sakeopendata
[2026-09-04T21:18:49.860094+00:00] API collected: sakenowa
[2026-09-04T21:18:57.428155+00:00] sake_suggest: sitemap contains 8053 URLs
[2026-09-04T21:19:15.637712+00:00] retry 500 https://sake-suggest.com/prefecture/%E4%B8%89%E9%87%8D in 2.0s
[2026-09-04T21:19:16.126975+00:00] retry 500 https://sake-suggest.com/prefecture/%E4%BA%AC%E9%83%BD in 1.0s
[2026-09-04T21:19:16.203987+00:00] retry 500 https://sake-suggest.com/prefecture/%E5%85%B5%E5%BA%AB in 1.7s
[2026-09-04T21:19:16.471481+00:00] retry 500 https://sake-suggest.com/prefecture/%E4%BD%90%E8%B3%80 in 1.9s
[2026-09-04T21:19:16.730697+00:00] retry 500 https://sake-suggest.com/prefecture/%E5%8C%97%E6%B5%B7%E9%81%93 in 1.8s
[2026-09-04T21:19:19.128243+00:00] retry 500 https://sake-suggest.com/prefecture/%E5%8D%83%E8%91%89 in 1.8s
[2026-09-04T21:19:25.144194+00:00] retry 500 https://sake-suggest.com/prefecture/%E4%BA%AC%E9%83%BD in 2.2s
[2026-09-04T21:19:25.535945+00:00] retry 500 https://sake-suggest.com/prefecture/%E4%B8%89%E9%87%8D in 2.6s
[2026-09-04T21:19:25.953454+00:00] retry 500 https://sake-suggest.com/prefecture/%E5%85%B5%E5%BA%AB in 2.7s
[2026-09-04T21:19:26.197791+00:00] retry 500 https://sake-suggest.com/prefecture/%E4%BD%90%E8%B3%80 in 2.4s
[2026-09-04T21:19:26.717714+00:00] retry 500 https://sake-suggest.com/prefecture/%E5%8C%97%E6%B5%B7%E9%81%93 in 2.3s
[2026-09-04T21:19:29.494571+00:00] retry 500 https://sake-suggest.com/prefecture/%E5%8D%83%E8%91%89 in 2.2s
[2026-09-04T21:19:35.785287+00:00] retry 500 https://sake-suggest.com/prefecture/%E4%BA%AC%E9%83%BD in 4.1s
[2026-09-04T21:19:35.931185+00:00] retry 500 https://sake-suggest.com/prefecture/%E4%B8%89%E9%87%8D in 4.5s
[2026-09-04T21:19:36.536433+00:00] retry 500 https://sake-suggest.com/prefecture/%E4%BD%90%E8%B3%80 in 4.4s
[2026-09-04T21:19:36.745462+00:00] retry 500 https://sake-suggest.com/prefecture/%E5%85%B5%E5%BA%AB in 4.5s
[2026-09-04T21:19:36.908472+00:00] retry 500 https://sake-suggest.com/prefecture/%E5%8C%97%E6%B5%B7%E9%81%93 in 4.2s
[2026-09-04T21:19:40.082960+00:00] retry 500 https://sake-suggest.com/prefecture/%E5%8D%83%E8%91%89 in 4.6s
[2026-09-04T21:19:47.711684+00:00] retry 500 https://sake-suggest.com/prefecture/%E4%BA%AC%E9%83%BD in 8.8s
[2026-09-04T21:19:48.341111+00:00] retry 500 https://sake-suggest.com/prefecture/%E4%B8%89%E9%87%8D in 8.8s
[2026-09-04T21:19:48.992916+00:00] retry 500 https://sake-suggest.com/prefecture/%E4%BD%90%E8%B3%80 in 8.8s
[2026-09-04T21:19:49.235898+00:00] retry 500 https://sake-suggest.com/prefecture/%E5%8C%97%E6%B5%B7%E9%81%93 in 8.4s
[2026-09-04T21:19:49.452780+00:00] retry 500 https://sake-suggest.com/prefecture/%E5%85%B5%E5%BA%AB in 8.8s
[2026-09-04T21:19:52.683772+00:00] retry 500 https://sake-suggest.com/prefecture/%E5%8D%83%E8%91%89 in 8.8s
[2026-09-04T21:20:05.026565+00:00] retry 500 https://sake-suggest.com/prefecture/%E4%BA%AC%E9%83%BD in 17.0s
[2026-09-04T21:20:05.064565+00:00] retry 500 https://sake-suggest.com/prefecture/%E4%B8%89%E9%87%8D in 16.9s
[2026-09-04T21:20:05.930122+00:00] retry 500 https://sake-suggest.com/prefecture/%E5%8C%97%E6%B5%B7%E9%81%93 in 16.9s
[2026-09-04T21:20:05.932122+00:00] retry 500 https://sake-suggest.com/prefecture/%E4%BD%90%E8%B3%80 in 16.5s
[2026-09-04T21:20:06.123717+00:00] retry 500 https://sake-suggest.com/prefecture/%E5%85%B5%E5%BA%AB in 16.5s
